order_id,Order Date,customer_name,email,country,product_name,qty,price,payment_status,shipping_date
ORD1233,Oct 21 2024,Nathaniel Perez,shane88@example.net,US,Mouse,,$45.29,paid,2024-10-27
ORD1234,2024-08-18,diane parks,georgesavage@example.net,CAN,Monitor,1.0,$174.45,Pending,2024-08-27
ORD1235,2024-08-15,alejandro wagner,shannonespinoza@example.net,USA,Keyboard,2.0,$25.71,PAID,2024-08-22
ORD1236,2024-08-22,holly ramos,smithamanda@example.net,UK,Keyboard,,114.45,Paid,2024-08-31
ORD1237,2024-08-13,Kathleen Lewis,drewbrown@example.net,U.S.,Keyboard,2.0,198.06,Paid,2024-08-21
ORD1238,2024-06-27,alexandra brewer,valerie82@example.org,uk,Keyboard,,174.41,pending,2024-06-28
ORD1239,2024-03-25,diane russell,rsmith@example.net,UK,Keyboard,2.0,159.12,paid,2024-04-03
ORD1240,May 29 2024,Adriana Johnson,bclark@example.net,United States,Mouse,3.0,190.96,Pending,2024-06-02
ORD1241,2024-05-21,  LAURA SHELTON DDS  ,laurensmith@example.com,uk,Keyboard,2.0,143.27,Pending,2024-05-31
ORD1242,10/22/2024,Rodney Kelley,millersteve@example.com,United States,Monitor,3.0,129.28,PAID,2024-11-01
ORD1243,2024-07-07,Jessica Nash,charleskemp@example.net,United States,Monitor,,72.18,PAID,2024-07-14
ORD1244,2024-09-30,jessica barber,jacksontasha@example.com,united states,Keyboard,2.0,193.94,paid,2024-10-06
ORD1245,Sep 05 2024,charles jones,wyattmary@example.net,United States,Mouse,1.0,$18.73,Paid,2024-09-10
ORD1246,08/07/2024,  ERIC EDWARDS  ,simsnathan@example.net,united states,Laptop,2.0,177.61,PAID,
ORD1247,Mar 25 2024,jessica watson,gomezbrianna@example.net,U.K.,Laptop,,128.86,Paid,2024-03-25
ORD1248,02/09/2024,  KATIE ANDERSON  ,woodelizabeth@example.net,uk,Keyboard,2.0,108.69,Pending,2024-02-11
ORD1249,Sep 01 2024,rhonda jackson,smithdeborah@example.org,Canada,Keyboard,2.0,$82.78,paid,2024-09-02
ORD1250,2024-03-14,Timothy Martinez,hannaharmstrong@example.org,U.K.,Mouse,1.0,125.96,pending,2024-03-15
ORD1251,2024-04-21,brooke torres,briangomez@example.net,CAN,Keyboard,1.0,36.6,paid,2024-04-22
ORD1252,Feb 13 2024,  CHRISTOPHER DOWNS  ,cameronrobles@example.com,U.K.,Keyboard,3.0,$158.0,pending,2024-02-16
ORD1253,2024-07-19,tara dawson,christopherwatts@example.com,canada,Laptop,1.0,158.92,Paid,2024-07-23
ORD1254,Jun 11 2024,marcus duke,christine90@example.org,US,Monitor,,173.55,Paid,
ORD1255,2024-02-04,kathleen vazquez md,wmay@example.com,united states,Monitor,3.0,$50.99,Pending,
ORD1256,10/01/2024,  CHARLES DOWNS  ,muellerkrystal@example.com,U.S.,Mouse,2.0,62.72,Pending,2024-10-09
ORD1257,2024-02-03,  AUTUMN REESE  ,mahoneyjames@example.com,United States,Monitor,,$148.69,pending,2024-02-07
ORD1258,Jun 07 2024,  DERRICK MARTIN  ,rodriguezjane@example.net,USA,Mouse,2.0,$32.69,PAID,2024-06-17
ORD1259,05/12/2024,richard hobbs,shannon26@example.net,USA,Keyboard,3.0,34.12,PAID,2024-05-14
ORD1260,May 14 2024,hannah jenkins,ksalazar@example.net,United Kingdom,Mouse,1.0,$104.27,PAID,2024-05-23
ORD1261,Oct 20 2024,  ANDREW GRAY  ,raymondriggs@example.com,USA,Mouse,1.0,$53.4,PAID,2024-10-30
ORD1262,Mar 17 2024,robert middleton,nguyenrebecca@example.org,Canada,Mouse,1.0,$115.04,PAID,2024-03-19
ORD1263,Feb 09 2024,robert alexander,matthew15@example.net,UK,Laptop,3.0,32.69,Paid,2024-02-18
ORD1264,05/24/2024,  MELISSA ALI  ,jhernandez@example.com,U.S.,Keyboard,3.0,26.41,PAID,2024-05-28
ORD1265,05/04/2024,Richard Li,cartererika@example.net,uk,Mouse,3.0,$122.42,Pending,
ORD1266,2024-10-04,brian sanchez,watkinsmike@example.com,uk,Keyboard,1.0,$190.69,pending,2024-10-09
ORD1267,2024-08-02,stephanie roman,lyonsjoseph@example.com,U.S.,Monitor,1.0,194.79,PAID,2024-08-09
ORD1268,Feb 13 2024,annette sanchez,martinezchristopher@example.org,United Kingdom,Laptop,1.0,$106.03,paid,2024-02-22
ORD1269,May 13 2024,oscar hunt,ksanchez@example.net,U.S.,Laptop,,143.14,paid,2024-05-18
ORD1270,10/26/2024,joshua avila,garybrown@example.org,UK,Keyboard,2.0,30.07,paid,2024-10-27
ORD1271,Aug 25 2024,Madison Ritter,qdelgado@example.org,United Kingdom,Laptop,1.0,$27.18,PAID,2024-08-29
ORD1272,May 07 2024,  GRACE CLARK  ,shortjulie@example.com,US,Laptop,,107.56,Pending,2024-05-12
ORD1273,2024-10-08,  ZACHARY DECKER  ,xtorres@example.org,USA,Mouse,1.0,$97.79,Pending,2024-10-11
ORD1274,2024-02-13,  ANTHONY MEZA  ,stevensmary@example.com,United States,Mouse,3.0,184.31,Pending,2024-02-22
ORD1275,02/17/2024,  ZACHARY GARCIA  ,obrowning@example.net,United Kingdom,Monitor,1.0,18.11,Pending,2024-02-22
ORD1276,2024-07-14,jennifer king,clang@example.net,canada,Mouse,,$42.83,pending,2024-07-24
ORD1277,05/31/2024,  LISA HARRIS  ,williamsalex@example.org,united states,Monitor,,$177.73,paid,2024-06-07
ORD1278,Sep 26 2024,gregory sullivan,ramseykaitlin@example.com,canada,Keyboard,1.0,197.99,pending,2024-09-29
ORD1279,2024-05-18,  MICHAEL MORGAN  ,norrisangel@example.net,united states,Laptop,1.0,70.59,Pending,2024-05-20
ORD1280,Oct 26 2024,  DOUGLAS DAVIS  ,mary43@example.net,UK,Laptop,2.0,29.03,paid,2024-10-29
ORD1281,Jul 17 2024,Joshua Jacobson,taylorsteven@example.net,Canada,Laptop,2.0,43.46,PAID,2024-07-22
ORD1282,10/15/2024,jennifer johnson,nataliethomas@example.com,USA,Laptop,2.0,$168.97,pending,2024-10-17
ORD1283,Sep 26 2024,  JESSICA LESTER  ,nicholas93@example.net,US,Keyboard,1.0,73.03,PAID,
ORD1284,Mar 16 2024,Diana Richard,kimberlymiller@example.org,Canada,Monitor,2.0,157.13,PAID,2024-03-25
ORD1285,03/10/2024,daniel gonzalez,stephanie73@example.com,UK,Keyboard,,$160.45,pending,2024-03-12
ORD1286,Jul 12 2024,  JASMINE HENRY  ,ystout@example.com,uk,Monitor,3.0,34.2,pending,
ORD1287,2024-06-11,clayton bowen,amanda78@example.net,uk,Laptop,2.0,$131.53,PAID,2024-06-20
ORD1288,02/15/2024,  ASHLEY CHASE  ,simmonsrussell@example.com,uk,Laptop,3.0,$94.86,Paid,2024-02-25
ORD1289,2024-01-25,erica levy,bridgetlopez@example.com,CAN,Keyboard,,149.19,Paid,2024-01-31
ORD1290,2024-10-22,jeffrey duarte,vincent12@example.org,USA,Keyboard,2.0,$40.9,Paid,
ORD1291,Mar 28 2024,Paul Miller,cody22@example.org,Canada,Monitor,2.0,149.08,Pending,2024-04-03
ORD1292,2024-03-25,Kelli Perez,jacquelinebonilla@example.org,CAN,Keyboard,,39.85,PAID,2024-04-03
ORD1293,01/26/2024,  KELSEY MICHAEL  ,christina83@example.com,United States,Keyboard,,39.18,pending,2024-02-01
ORD1294,02/19/2024,karen smith,hansenchristina@example.net,United States,Keyboard,2.0,42.46,Pending,2024-02-19
ORD1295,05/15/2024,gabrielle anderson,asmith@example.net,united states,Monitor,,$45.13,paid,2024-05-16
ORD1296,Oct 15 2024,  JON RUSSELL  ,kmoreno@example.com,U.K.,Keyboard,2.0,152.92,Pending,2024-10-15
ORD1297,Apr 26 2024,kiara wilkinson,barreraanne@example.net,canada,Mouse,1.0,$169.75,Paid,2024-05-04
ORD1298,01/18/2024,  KATHLEEN BELL  ,torrestheresa@example.net,US,Mouse,2.0,32.85,paid,
ORD1299,Feb 10 2024,  BARBARA JEFFERSON  ,marywarner@example.com,United Kingdom,Keyboard,,$48.36,Paid,
ORD1300,Oct 11 2024,Lucas Thomas,coledaniel@example.com,uk,Monitor,3.0,$172.76,paid,2024-10-17
ORD1301,2024-10-25,Ruben King,george50@example.org,Canada,Monitor,1.0,$116.91,Pending,2024-10-26
ORD1302,2024-08-30,Jamie Brooks,baileywyatt@example.net,CAN,Laptop,2.0,$62.33,PAID,2024-08-30
ORD1303,2024-01-26,Christie Harper,calderonrandy@example.com,united states,Keyboard,3.0,180.44,Paid,2024-02-02
ORD1304,04/26/2024,jeff stone,jackwilkins@example.org,uk,Monitor,3.0,195.1,Paid,2024-04-28
ORD1305,04/18/2024,michael hill,jessica02@example.com,US,Laptop,,$154.3,pending,2024-04-24
ORD1306,2024-09-25,michael hunt,harveyjason@example.com,canada,Laptop,1.0,43.01,paid,2024-10-04
ORD1307,2024-08-25,andrew rowe,marythomas@example.net,canada,Monitor,,$130.73,Pending,2024-09-02
ORD1308,06/28/2024,Lisa Williams,brownheather@example.org,united states,Laptop,2.0,$169.15,paid,2024-07-03
ORD1309,04/19/2024,brian caldwell,jbailey@example.net,U.K.,Laptop,2.0,$138.76,paid,2024-04-22
ORD1310,01/05/2024,Zachary Riggs,wjohnson@example.org,united states,Monitor,3.0,125.59,PAID,2024-01-08
ORD1311,Apr 21 2024,christine rose,samanthahamilton@example.com,UK,Keyboard,3.0,138.67,pending,2024-04-28
ORD1312,06/01/2024,Michael Roberts,joanna43@example.org,united states,Keyboard,1.0,101.53,PAID,2024-06-11
ORD1313,Sep 21 2024,william silva,jacob22@example.org,US,Laptop,1.0,163.03,PAID,2024-09-24
ORD1314,Aug 02 2024,andrea jensen,brian84@example.net,U.S.,Keyboard,,149.98,paid,2024-08-08
ORD1315,2024-08-31,Lisa Porter,bharris@example.net,US,Keyboard,3.0,$106.39,paid,2024-09-10
ORD1316,2024-10-13,Luis Welch,johnstonmichael@example.com,united states,Monitor,3.0,134.34,PAID,2024-10-15
ORD1317,10/26/2024,  ISABELLA THOMPSON  ,michaelcrane@example.com,U.K.,Laptop,,$171.73,paid,2024-10-30
ORD1318,2024-07-14,  BENJAMIN DIAZ  ,davidwolfe@example.com,U.S.,Keyboard,3.0,$88.49,pending,2024-07-22
ORD1319,2024-08-22,johnny hutchinson,bowenpamela@example.org,U.K.,Mouse,3.0,$173.85,Paid,
ORD1320,2024-05-20,Laura Baker MD,smiththomas@example.com,United States,Mouse,2.0,119.49,Pending,2024-05-23
ORD1321,2024-09-01,Laurie Hansen,wwilson@example.org,Canada,Mouse,1.0,$17.17,Paid,2024-09-07
ORD1322,2024-05-07,collin patterson,melissarobinson@example.net,US,Laptop,3.0,69.3,PAID,2024-05-10
ORD1323,Aug 21 2024,ryan scott,hharmon@example.com,canada,Keyboard,3.0,92.4,paid,2024-08-29
ORD1324,2024-07-25,  JOHN DIXON  ,mary34@example.net,USA,Mouse,2.0,$52.62,Paid,2024-07-25
ORD1325,2024-05-10,Wendy Clark,elizabeth25@example.net,USA,Laptop,1.0,122.85,Pending,2024-05-18
ORD1326,2024-03-04,  JENNIFER MURPHY  ,zruiz@example.com,U.K.,Laptop,3.0,$100.14,Paid,2024-03-12
ORD1327,2024-05-18,Marie Wright,coxstephanie@example.com,united states,Laptop,2.0,89.58,Pending,2024-05-27
ORD1328,04/12/2024,  TIFFANY PIERCE  ,mary21@example.org,USA,Monitor,2.0,78.01,Pending,2024-04-16
ORD1329,Jan 02 2024,kimberly preston,erika99@example.com,United States,Laptop,1.0,182.31,Paid,2024-01-02
ORD1330,2024-04-28,  MARIA FINLEY  ,taylor80@example.org,US,Laptop,3.0,60.18,PAID,2024-05-05
ORD1331,2024-06-09,  STACY GREENE  ,freemanjon@example.net,US,Mouse,1.0,$28.05,Pending,2024-06-15
ORD1332,2024-05-17,  KATHY DANIEL  ,john16@example.net,CAN,Monitor,3.0,$164.84,Pending,2024-05-18
ORD1333,Sep 01 2024,Eugene Taylor,ogrant@example.org,US,Laptop,2.0,$31.48,pending,2024-09-07
ORD1334,10/18/2024,Christopher Bailey,wortiz@example.org,U.K.,Mouse,,$44.44,Pending,2024-10-28
ORD1335,Jul 29 2024,Joshua Castillo,rdavis@example.com,U.K.,Mouse,1.0,22.03,PAID,2024-08-05
ORD1336,Feb 18 2024,joanna bonilla,watsonstephanie@example.org,UK,Laptop,2.0,$101.57,paid,2024-02-24
ORD1337,08/28/2024,sarah hancock,andrew79@example.net,united states,Laptop,2.0,24.22,pending,2024-09-04
ORD1338,Jul 25 2024,Robert Shaffer,traceyshepherd@example.net,canada,Keyboard,1.0,$97.23,Pending,2024-07-28
ORD1339,Jan 10 2024,Jackie Sullivan,amandastewart@example.com,United Kingdom,Keyboard,,88.34,pending,2024-01-11
ORD1340,2024-08-21,brittany stuart md,erinwheeler@example.org,United Kingdom,Monitor,3.0,166.81,PAID,2024-08-26
ORD1341,02/28/2024,Alicia Shaw,jeffrey38@example.org,united states,Keyboard,2.0,10.42,Paid,2024-02-29
ORD1342,Sep 09 2024,  MICHAEL HILL  ,sandra81@example.org,United States,Monitor,,$30.32,paid,2024-09-11
ORD1343,Feb 25 2024,Erik Rose,antoniostafford@example.org,canada,Monitor,1.0,186.06,pending,2024-03-02
ORD1344,09/12/2024,katherine martinez,ashley00@example.net,UK,Mouse,1.0,115.11,paid,2024-09-12
ORD1345,Mar 06 2024,brian brown,laurencarr@example.com,CAN,Monitor,,134.93,paid,2024-03-07
ORD1346,2024-06-24,Calvin Moreno,megan67@example.net,uk,Keyboard,,162.91,pending,2024-06-28
ORD1347,Oct 10 2024,Rebecca Perkins,llarson@example.net,U.K.,Mouse,2.0,48.17,paid,2024-10-20
ORD1348,Jun 14 2024,Emily Hurst,amanda25@example.org,CAN,Keyboard,3.0,116.83,Pending,2024-06-15
ORD1349,2024-09-24,cindy jones,vtran@example.org,US,Keyboard,1.0,82.37,paid,2024-09-25
ORD1350,05/31/2024,  PAMELA FERNANDEZ  ,timothy45@example.org,U.K.,Mouse,1.0,78.15,pending,2024-06-03
ORD1351,09/18/2024,Michael Barrett,hallamanda@example.com,U.K.,Keyboard,1.0,186.03,Paid,
ORD1352,May 08 2024,Jennifer Villa,christineholder@example.net,United Kingdom,Mouse,,167.7,paid,2024-05-11
ORD1353,2024-03-31,ryan williams,tiffanywheeler@example.com,USA,Monitor,1.0,$45.53,PAID,2024-04-10
ORD1354,Oct 26 2024,joseph rogers,fmathis@example.net,Canada,Laptop,1.0,72.81,pending,2024-10-30
ORD1355,Jun 03 2024,jason branch,christineashley@example.net,US,Laptop,3.0,23.85,paid,2024-06-10
ORD1356,2024-10-01,albert brown,amber53@example.com,united states,Mouse,1.0,76.39,pending,2024-10-07
ORD1357,10/14/2024,Ryan Ford,bsmith@example.org,United Kingdom,Mouse,1.0,31.8,PAID,2024-10-24
ORD1358,02/28/2024,  ROBERT FUENTES  ,grossnicholas@example.com,UK,Keyboard,3.0,112.65,pending,2024-03-05
ORD1359,2024-01-23,crystal middleton,crystalberg@example.org,UK,Laptop,2.0,70.86,paid,2024-01-27
ORD1360,2024-04-19,Kevin Blake,miguelrivas@example.org,uk,Monitor,,168.78,Paid,2024-04-29
ORD1361,2024-03-19,  MICHELLE WELLS  ,chenamber@example.com,USA,Mouse,,146.2,pending,
ORD1362,Apr 26 2024,james dennis,andrea65@example.com,CAN,Laptop,,83.73,pending,
ORD1363,Oct 26 2024,  JAMIE WILSON  ,kristinahayes@example.com,U.K.,Keyboard,1.0,77.96,PAID,2024-10-26
ORD1364,2024-08-12,angela smith,elizabeth33@example.net,US,Monitor,,166.2,pending,2024-08-18
ORD1365,2024-03-14,jeremy moore,joycebrown@example.com,United States,Laptop,3.0,$191.9,pending,2024-03-18
ORD1366,Oct 07 2024,david stone,josephhall@example.org,CAN,Mouse,3.0,$49.91,paid,2024-10-08
ORD1367,May 09 2024,Teresa Wise,rose31@example.net,UK,Monitor,1.0,44.46,Paid,2024-05-12
ORD1368,Feb 04 2024,kelly smith,sandra52@example.com,US,Mouse,1.0,$47.51,pending,
ORD1369,Apr 09 2024,Jeremiah Miller,james19@example.net,US,Keyboard,,95.62,Pending,2024-04-14
ORD1370,Jun 09 2024,Katherine Graves,ejohnson@example.org,US,Keyboard,2.0,145.32,Pending,2024-06-12
ORD1371,Jun 05 2024,  NICHOLAS RODRIGUEZ  ,melissarivera@example.org,united states,Mouse,1.0,43.4,paid,2024-06-12
ORD1372,Feb 09 2024,  BARBARA SANDERS  ,lucaspaul@example.net,United Kingdom,Monitor,1.0,171.42,paid,2024-02-10
ORD1373,2024-10-09,cory harris,michael10@example.org,United Kingdom,Keyboard,,$134.24,pending,2024-10-13
ORD1374,Jul 22 2024,Heidi Cameron,erikamiller@example.net,US,Monitor,1.0,$135.91,pending,2024-07-27
ORD1375,03/15/2024,  NICHOLAS LOPEZ  ,angelamiller@example.org,united states,Keyboard,3.0,$17.68,paid,2024-03-22
ORD1376,2024-07-03,  MEGHAN MORALES  ,ohill@example.org,U.K.,Keyboard,,$184.4,pending,2024-07-09
ORD1377,05/20/2024,Douglas Taylor,sydneyrussell@example.com,United States,Keyboard,2.0,$81.57,paid,2024-05-24
ORD1378,Jun 29 2024,  MICHAEL MARSHALL  ,jessehawkins@example.com,US,Monitor,,$160.6,Paid,2024-07-04
ORD1379,05/23/2024,Emily Krause,iryan@example.com,U.K.,Mouse,2.0,$45.51,PAID,2024-05-26
ORD1380,Sep 03 2024,  BARRY NELSON  ,joshuaallen@example.org,CAN,Laptop,,$101.01,paid,2024-09-13
ORD1381,2024-03-23,  FRANCISCO THOMAS  ,welchrobin@example.org,united states,Mouse,1.0,179.25,Pending,2024-03-25
ORD1382,Oct 15 2024,david mejia,fgonzalez@example.com,United States,Mouse,1.0,$176.92,Pending,2024-10-25
ORD1383,Mar 28 2024,hunter marshall,daniel82@example.org,U.K.,Keyboard,,$124.16,PAID,2024-03-31
ORD1384,2024-02-05,  ANGELA MORALES  ,davidherman@example.com,UK,Monitor,,83.24,pending,
ORD1385,Aug 31 2024,michael ortiz,nfischer@example.net,canada,Mouse,1.0,176.77,pending,2024-09-09
ORD1386,2024-08-08,tonya taylor,dreed@example.net,canada,Monitor,,$80.37,pending,
ORD1387,2024-03-09,  JAMES NGUYEN  ,melissabell@example.org,UK,Monitor,,$155.51,Paid,2024-03-13
ORD1388,01/04/2024,Lisa Obrien,claudiaevans@example.org,Canada,Monitor,1.0,$108.75,paid,2024-01-13
ORD1389,10/26/2024,Kristen Hayden,katherine23@example.com,U.K.,Monitor,3.0,172.45,Pending,2024-10-30
ORD1390,Oct 12 2024,Brandon Clark MD,aliciasalinas@example.com,United Kingdom,Keyboard,2.0,80.34,Pending,2024-10-19
ORD1391,2024-03-01,  MISTY ADAMS  ,melissa20@example.com,UK,Monitor,,158.79,pending,2024-03-04
ORD1392,2024-01-27,Katie Garcia,kimberly94@example.com,canada,Monitor,,$193.27,PAID,2024-01-29
ORD1393,02/10/2024,kristen gonzalez,gomeztammy@example.org,uk,Laptop,1.0,147.65,paid,2024-02-19
ORD1394,Aug 12 2024,  MICHAEL WILLIAMS  ,qrandall@example.net,USA,Mouse,2.0,171.61,Paid,2024-08-12
ORD1395,01/01/2024,thomas smith,jkelley@example.com,United Kingdom,Mouse,1.0,199.4,Paid,2024-01-03
ORD1396,10/08/2024,  EMILY BRANDT  ,wvance@example.org,U.S.,Monitor,3.0,76.02,pending,
ORD1397,Mar 30 2024,  DAWN MADDEN  ,timothypeters@example.com,United States,Keyboard,1.0,116.14,pending,2024-04-05
ORD1398,08/14/2024,jenna higgins,marykim@example.net,canada,Laptop,,$156.29,PAID,
ORD1399,04/22/2024,jennifer donaldson,tuckerchristian@example.com,USA,Keyboard,2.0,$162.03,Paid,2024-05-02
ORD1400,06/24/2024,  LESLIE RAMOS  ,agray@example.com,United Kingdom,Keyboard,2.0,$100.55,paid,2024-06-25
ORD1401,2024-04-12,  MICHELLE NGUYEN  ,sdiaz@example.org,U.S.,Keyboard,2.0,$175.82,Paid,2024-04-15
ORD1402,Feb 10 2024,Renee Johnson,dochoa@example.com,Canada,Keyboard,,$126.63,pending,2024-02-20
ORD1403,Sep 08 2024,  LORI CLARK  ,spencesamantha@example.net,UK,Monitor,3.0,$85.6,pending,
ORD1404,2024-06-26,mary wood,johnsonmorgan@example.org,uk,Laptop,2.0,$96.87,paid,2024-07-02
ORD1405,02/21/2024,  STEVEN CONWAY  ,mitchellalyssa@example.com,united states,Mouse,3.0,$126.43,pending,2024-02-26
ORD1406,Apr 04 2024,linda foster,alexissmith@example.org,CAN,Keyboard,,$50.0,pending,2024-04-11
ORD1407,Oct 21 2024,  IAN GATES  ,james40@example.net,U.S.,Monitor,2.0,164.7,paid,2024-10-31
ORD1408,03/17/2024,  SHANE WRIGHT  ,caseyandrews@example.net,U.K.,Keyboard,1.0,43.56,PAID,2024-03-24
ORD1409,2024-10-17,  MISS CINDY HICKS  ,garrettkevin@example.com,united states,Monitor,,28.81,Paid,2024-10-17
ORD1410,Jun 20 2024,melissa cooper,allenkimberly@example.com,USA,Monitor,3.0,$78.46,pending,2024-06-24
ORD1411,10/21/2024,David Bates,michael67@example.net,canada,Monitor,2.0,196.08,Pending,2024-10-31
ORD1412,Aug 25 2024,chris miller,marcusodom@example.org,U.K.,Monitor,2.0,174.97,Paid,
ORD1413,06/24/2024,John Bailey,morganlawson@example.org,CAN,Keyboard,3.0,70.21,PAID,2024-06-27
ORD1414,2024-09-23,  EMILY CLARKE  ,leslie83@example.com,U.S.,Keyboard,,41.79,Paid,2024-09-30
ORD1415,07/22/2024,jennifer shepherd,butlerdavid@example.net,CAN,Laptop,1.0,$22.12,pending,2024-07-23
ORD1416,07/18/2024,duane miller,michael87@example.org,UK,Mouse,2.0,$57.01,PAID,2024-07-22
ORD1417,Jun 15 2024,eddie moreno,sarah30@example.org,US,Mouse,,195.25,Pending,2024-06-22
ORD1418,10/15/2024,Mario Fox,corey16@example.net,canada,Keyboard,3.0,$182.7,PAID,2024-10-21
ORD1419,01/06/2024,Joshua Ramirez,courtneyburch@example.net,canada,Monitor,2.0,$75.34,Pending,2024-01-06
ORD1420,Apr 28 2024,jeremy bauer,jerryfoster@example.com,uk,Monitor,3.0,45.83,paid,2024-04-28
ORD1421,Aug 04 2024,Donna Johnson,dylanpittman@example.net,united states,Keyboard,2.0,$108.16,Paid,2024-08-14
ORD1422,05/28/2024,lisa moore,torreschristine@example.net,Canada,Laptop,,$127.37,pending,
ORD1423,02/22/2024,drew meyer,pdennis@example.net,US,Laptop,3.0,$33.76,PAID,2024-02-26
ORD1424,2024-09-12,Tiffany Atkinson,todd98@example.net,US,Laptop,,$142.42,Pending,
ORD1425,08/28/2024,Jonathon Flowers,zchavez@example.net,United States,Mouse,2.0,$180.18,Pending,2024-08-30
ORD1426,2024-01-18,James Simmons,kerry66@example.net,canada,Monitor,,149.71,PAID,2024-01-21
ORD1427,Mar 22 2024,mary hernandez,matthew24@example.com,U.K.,Keyboard,1.0,$151.5,Paid,2024-04-01
ORD1428,04/21/2024,  DANIEL MCDOWELL  ,elester@example.com,united states,Laptop,2.0,$130.25,paid,
ORD1429,2024-01-22,darrell castillo,luis41@example.org,US,Monitor,,$140.8,pending,2024-01-31
ORD1430,Jan 31 2024,robert cohen,lisa19@example.net,canada,Mouse,3.0,$132.47,pending,2024-01-31
ORD1431,06/26/2024,eric moore,anthony52@example.com,USA,Monitor,2.0,14.06,pending,2024-07-03
ORD1432,09/07/2024,christy porter,colleenbrown@example.org,United Kingdom,Mouse,2.0,$113.29,paid,2024-09-10
ORD1433,May 14 2024,Troy Nicholson,kristin37@example.com,USA,Keyboard,3.0,96.28,paid,2024-05-22
ORD1434,Feb 02 2024,mrs. michelle carter,madelinesnyder@example.net,United Kingdom,Keyboard,,$46.08,PAID,2024-02-12
ORD1435,2024-09-24,  ANITA JOHNSON  ,rebecca43@example.net,USA,Mouse,1.0,$18.32,paid,
ORD1436,Oct 19 2024,heather ward,vargasjustin@example.com,USA,Keyboard,,$135.01,Paid,
ORD1437,2024-04-16,Elizabeth Holt,johnflynn@example.net,Canada,Monitor,,186.4,Paid,2024-04-26
ORD1438,05/16/2024,  KIMBERLY ZAVALA  ,denisestewart@example.net,U.S.,Laptop,1.0,$149.52,paid,2024-05-24
ORD1439,2024-04-07,elizabeth bradford,robert67@example.com,uk,Laptop,2.0,118.31,pending,2024-04-10
ORD1440,2024-08-22,terry fleming,xparker@example.org,UK,Keyboard,,177.74,pending,2024-09-01
ORD1441,08/14/2024,brandon ayers,joseph47@example.com,U.K.,Monitor,3.0,114.52,PAID,2024-08-19
ORD1442,Oct 15 2024,ian tyler,johnsonjulie@example.com,canada,Monitor,2.0,81.26,Paid,2024-10-23
ORD1443,05/25/2024,  AUSTIN BAKER  ,bryantgabrielle@example.com,U.S.,Mouse,1.0,108.35,Paid,2024-06-03
ORD1444,05/21/2024,christine cook,amberbenton@example.com,Canada,Mouse,2.0,$27.91,PAID,
ORD1445,Jul 23 2024,ashley page,jonathanboyd@example.net,canada,Laptop,2.0,149.51,PAID,
ORD1446,10/22/2024,Dakota Tanner,jfrye@example.com,CAN,Laptop,1.0,158.22,paid,2024-10-28
ORD1447,Jan 06 2024,  JASON DELGADO  ,aaron62@example.net,UK,Mouse,,$20.28,paid,2024-01-16
ORD1448,07/20/2024,michael taylor,holmesricardo@example.net,Canada,Laptop,1.0,$52.2,Paid,2024-07-27
ORD1449,May 14 2024,  TIMOTHY GIBSON  ,chavezdeborah@example.net,US,Monitor,,105.35,Pending,2024-05-15
ORD1450,10/19/2024,carrie santos,jimmy37@example.net,United Kingdom,Laptop,2.0,$56.04,Pending,2024-10-22
ORD1451,Jun 27 2024,  JAMES RUIZ  ,hoganchristina@example.net,united states,Mouse,3.0,75.46,pending,2024-06-30
ORD1452,2024-08-14,  EARL MILES  ,pgarcia@example.com,Canada,Mouse,2.0,93.69,Paid,2024-08-23
ORD1453,01/28/2024,  LISA GOODWIN  ,adrienne04@example.org,uk,Laptop,2.0,$175.06,Pending,
ORD1454,Apr 17 2024,albert krause,dthornton@example.net,United Kingdom,Mouse,2.0,48.72,Paid,2024-04-25
ORD1455,09/26/2024,  KIMBERLY ROGERS DVM  ,claire82@example.com,uk,Keyboard,3.0,$42.36,Paid,
ORD1456,2024-05-18,  JEFFREY SAUNDERS  ,watkinsmartin@example.org,U.K.,Monitor,3.0,$174.21,Pending,2024-05-28
ORD1457,Feb 20 2024,  LOUIS PATEL  ,zleon@example.net,U.S.,Monitor,,174.69,Paid,
ORD1458,Sep 28 2024,  DANIEL JOHNSON  ,ginamartin@example.com,Canada,Keyboard,3.0,$103.09,PAID,2024-10-02
ORD1459,09/13/2024,Anthony Anderson,frazierjoel@example.org,USA,Keyboard,1.0,$128.9,PAID,2024-09-17
ORD1460,Mar 11 2024,Steven Perez,justinjames@example.net,U.S.,Monitor,,$108.94,paid,2024-03-12
ORD1461,2024-06-08,  TROY JONES  ,vbradley@example.com,US,Mouse,3.0,95.34,PAID,2024-06-17
ORD1462,2024-09-25,robert simpson,josephcombs@example.com,US,Keyboard,,$199.18,pending,2024-09-27
ORD1463,2024-03-01,Tamara Burke,jessicafitzpatrick@example.com,CAN,Monitor,3.0,$169.51,PAID,2024-03-03
ORD1464,Apr 06 2024,Darrell Cook,hogandarren@example.org,United Kingdom,Mouse,2.0,45.1,paid,2024-04-07
ORD1465,Jul 02 2024,Nancy Whitaker,dunnbrett@example.net,US,Monitor,,$35.48,paid,2024-07-03
ORD1466,2024-04-25,Christopher Rose,mitchell87@example.org,U.S.,Mouse,,155.26,Paid,2024-04-25
ORD1467,08/12/2024,anne lee,corey32@example.com,USA,Monitor,,140.69,Pending,2024-08-21
